Trondheim N3031;Leangen 2024;Trondheim 2023;Trondheim ekstrem
0.08;3.70;-0.90;-5.10
-0.07;3.30;-0.40;-6.00
-0.27;3.10;1.30;-4.80
-0.02;2.90;0.10;-4.40
-0.37;2.70;2.00;-5.80
-0.52;2.50;0.80;-6.40
-0.67;2.40;1.60;-7.40
-0.72;2.50;3.00;-6.70
-0.72;6.40;2.40;-5.40
-0.62;8.00;4.00;-5.00
-0.37;8.90;5.00;-2.80
-0.32;9.50;4.70;-2.60
-0.17;10.10;4.60;-3.20
-0.67;10.20;4.90;-4.40
-1.07;8.70;4.80;-6.00
-0.82;8.30;4.90;-6.90
-1.07;7.90;4.70;-6.60
-1.32;7.50;4.20;-6.20
-1.32;7.10;4.60;-7.20
-1.37;6.70;4.60;-7.10
-1.32;6.30;4.40;-6.10
-1.72;5.90;3.10;-8.30
-1.72;5.40;2.90;-8.30
-1.67;5.10;3.60;-9.10
-1.52;4.70;3.50;-10.00
-1.67;4.30;2.90;-8.70
-1.87;4.20;1.90;-10.40
-1.92;4.00;2.00;-10.40
-2.07;3.80;1.50;-9.80
-2.22;3.70;2.10;-9.30
-2.67;3.60;2.10;-8.20
-2.87;3.70;2.60;-7.70
-2.82;5.80;2.90;-5.60
-2.07;8.00;2.80;-5.40
-1.67;9.50;2.80;-5.00
-1.42;10.30;2.50;-4.40
-1.07;10.60;2.10;-5.10
-1.52;10.10;1.80;-5.20
-2.02;8.80;1.50;-7.90
-2.07;8.70;0.90;-4.90
-2.47;8.60;1.00;-6.30
-2.92;8.50;1.30;-5.60
-3.32;8.40;1.50;-7.30
-3.47;8.40;1.40;-6.40
-3.42;8.30;1.60;-6.80
-3.37;8.20;1.70;-7.80
-3.27;8.10;1.80;-8.10
-3.12;7.90;1.40;-7.50
-3.17;7.80;1.00;-8.00
-3.22;7.60;0.20;-8.30
-3.17;7.50;0.80;-9.00
-3.27;7.50;1.20;-7.80
-3.37;7.40;1.10;-7.40
-3.37;7.40;0.50;-5.50
-3.27;7.30;0.50;-6.40
-3.27;7.40;0.10;-5.80
-2.97;8.30;0.30;-5.30
-2.12;9.50;1.30;-4.70
-1.52;10.30;1.90;-4.30
-0.82;10.60;2.50;-3.70
-0.57;10.70;2.60;-3.00
-0.92;10.60;1.70;-3.40
-1.47;9.90;1.10;-3.10
-1.77;9.40;0.60;-3.00
-2.17;9.30;-0.70;-3.20
-2.67;9.00;-1.00;-2.80
-2.82;8.70;-2.20;-3.90
-3.32;8.20;-1.90;-2.80
-3.72;8.00;-1.40;-3.10
-4.07;7.70;-0.90;-3.40
-4.47;7.30;-2.00;-3.00
-4.77;6.60;-2.50;-4.20
-5.17;6.20;0.30;-5.30
-5.37;5.70;0.70;-1.90
-5.52;5.40;0.00;0.00
-5.77;5.10;-2.10;0.50
-5.82;4.80;-2.00;-1.00
-5.22;4.50;-1.80;-0.60
-5.52;4.30;-2.50;0.50
-5.37;4.30;-2.00;0.10
-4.72;4.20;-0.80;1.50
-3.92;4.10;0.20;2.00
-2.72;4.00;0.70;1.80
-1.77;4.00;1.30;1.50
-2.17;3.90;0.90;1.80
-2.47;3.90;0.20;1.70
-3.02;3.90;-0.20;1.40
-3.82;3.60;-0.40;2.00
-4.07;2.90;-1.20;2.20
-4.67;3.10;-1.70;1.10
-4.82;2.90;-2.80;0.20
-4.92;2.70;-1.90;1.30
-4.97;2.40;-3.10;-0.50
-4.92;2.20;-4.00;-0.40
-4.82;2.00;-3.30;1.80
-4.67;1.40;-5.10;0.00
-5.17;0.80;-5.70;0.10
-5.12;0.30;-5.20;0.60
-5.07;0.00;-5.60;0.70
-5.47;-0.30;-5.70;0.30
-5.32;-0.60;-5.70;0.30
-4.47;-0.80;-5.50;0.70
-4.62;-1.00;-6.50;0.80
-3.37;-1.00;-6.70;1.00
-2.17;0.90;-6.20;1.30
-1.92;3.10;-5.20;0.80
-0.87;4.60;-3.60;0.90
0.38;5.30;-2.80;0.90
0.93;5.60;-2.80;1.50
1.23;4.90;-4.00;1.60
1.28;3.60;-3.90;2.20
1.28;3.10;-3.80;0.30
1.83;2.70;-4.50;0.40
2.43;2.20;-4.00;0.40
2.83;1.80;-4.30;0.50
2.88;1.40;-4.10;0.60
2.83;0.90;-3.70;0.80
1.93;0.50;-4.20;0.10
1.13;0.00;-3.90;-0.40
1.13;-0.30;-2.70;0.60
1.38;-0.70;-1.50;-0.20
1.78;-1.00;-2.00;0.20
1.13;-1.20;-3.40;-0.10
0.63;-1.30;-2.50;1.20
1.83;-1.40;-3.10;0.80
2.53;-1.50;-4.10;0.50
2.63;-1.60;-2.30;0.40
1.98;-1.50;-2.80;0.30
2.18;0.80;-2.30;0.20
2.28;3.60;-2.00;0.80
2.28;6.10;-1.70;1.00
2.18;7.70;-1.50;1.30
1.98;8.00;-1.50;1.10
1.53;7.10;-1.70;0.40
1.08;5.30;-2.50;-0.20
1.03;4.70;-3.20;0.10
1.23;4.20;-3.10;0.30
1.58;3.60;-3.00;1.10
1.98;3.10;-4.30;0.10
2.13;2.50;-3.60;0.20
2.33;1.90;-3.60;0.70
2.18;1.40;-4.00;0.80
1.88;0.80;-4.20;0.70
1.58;0.00;-5.10;0.40
0.98;-0.80;-6.10;-0.20
0.68;-1.60;-6.00;-0.30
0.08;-2.10;-6.20;-1.40
0.58;-2.60;-6.20;-1.10
0.28;-3.00;-6.20;-0.90
1.18;-3.40;-6.80;-1.00
1.68;-3.70;-7.20;-1.10
1.78;-3.80;-7.00;-1.40
2.03;-2.40;-7.00;-1.00
2.03;-0.50;-7.00;-1.00
2.43;1.10;-5.70;-0.70
2.93;2.50;-4.60;-0.70
3.38;2.80;-5.10;-0.60
3.33;2.20;-6.00;-0.90
3.43;0.70;-7.00;-0.40
3.33;0.50;-7.10;0.50
3.08;0.20;-7.50;0.80
2.88;0.00;-6.60;0.50
3.33;-0.20;-7.50;-0.20
3.23;-0.40;-8.10;1.00
3.18;-0.70;-9.00;0.00
3.98;-0.90;-9.00;1.00
2.93;-1.10;-9.50;0.30
2.48;-1.00;-9.50;1.10
3.18;-0.90;-8.50;1.70
2.98;-0.80;-7.40;2.10
2.58;-0.70;-8.80;1.00
2.63;-0.60;-9.20;0.50
2.43;-0.40;-9.00;1.40
2.53;-0.40;-9.40;0.00
2.18;-0.30;-7.30;-1.00
2.28;-0.20;-7.30;-0.90
2.93;0.30;-7.30;-0.60
3.03;0.40;-5.90;-0.60
3.03;0.80;-4.40;0.60
3.03;1.30;-3.60;1.40
2.83;3.40;-4.60;0.80
2.33;4.00;-4.30;0.10
1.63;3.30;-5.00;0.00
1.38;3.10;-7.10;-0.30
0.98;3.00;-6.60;-2.60
0.43;2.90;-6.20;-2.70
0.33;2.80;-6.50;-0.80
0.08;2.60;-7.10;-3.30
-0.12;2.50;-7.10;-3.60
0.28;2.40;-7.30;-4.00
0.13;2.30;-6.50;-2.50
0.13;1.90;-5.80;-1.30
0.48;1.50;-6.50;-1.80
0.08;1.20;-6.30;-2.20
0.18;1.00;-6.00;-2.50
0.13;0.80;-6.20;-3.10
-0.07;0.70;-6.30;-4.60
0.63;0.60;-6.60;-4.90
1.03;0.50;-7.00;-5.10
1.03;0.50;-6.50;-4.30
1.03;1.70;-6.30;-4.00
0.78;3.30;-6.10;-4.30
0.83;4.80;-5.30;-2.60
0.78;5.70;-5.10;-3.00
0.43;6.20;-4.20;-2.80
0.53;6.00;-4.00;-3.10
0.58;4.80;-4.00;-3.70
0.43;4.30;-3.80;-3.40
0.23;3.80;-3.20;-3.70
-0.32;3.40;-4.30;-4.10
-0.67;2.90;-6.00;-3.30
-0.77;2.40;-3.10;-5.50
-1.12;1.90;-4.50;-3.20
-1.27;1.40;-4.50;-4.40
-1.37;0.90;-4.60;-5.20
-1.57;0.40;-7.20;-6.10
-2.27;-0.20;-7.00;-6.50
-1.97;-0.90;-7.20;-6.80
-1.62;-1.50;-7.50;-7.30
-2.07;-1.90;-7.00;-7.00
-1.97;-2.30;-6.20;-6.60
-1.57;-2.70;-6.60;-6.60
-1.07;-3.00;-5.50;-7.50
-0.97;-3.30;-5.80;-7.80
-0.97;-2.10;-4.50;-6.80
-0.82;0.90;-4.20;-7.00
-0.27;2.50;-4.30;-6.00
0.13;3.10;-3.20;-4.60
0.08;2.90;-4.00;-4.30
-0.07;1.60;-4.90;-4.70
-0.47;0.00;-5.20;-4.90
-1.12;0.50;-5.70;-7.30
-1.27;1.10;-6.70;-7.60
-1.42;1.60;-6.30;-8.20
-1.22;2.20;-6.80;-8.50
-1.17;2.70;-5.70;-9.20
-1.22;3.30;-6.50;-9.10
-1.07;3.80;-6.30;-10.20
-1.37;4.40;-6.10;-9.60
-1.77;4.70;-6.80;-9.90
-1.97;5.20;-6.60;-9.80
-2.52;5.60;-7.70;-9.50
-2.92;6.00;-8.40;-8.90
-2.97;6.20;-8.10;-9.90
-3.32;6.50;-8.20;-9.10
-3.12;6.70;-8.90;-10.00
-3.42;6.90;-8.60;-10.20
-3.27;7.10;-8.80;-8.70
-2.87;7.60;-7.90;-9.10
-2.27;8.10;-8.00;-7.70
-1.22;8.50;-6.80;-6.40
-0.22;9.00;-5.90;-4.90
0.93;9.10;-5.60;-4.10
1.48;8.90;-6.20;-4.00
1.88;8.60;-6.50;-3.40
1.98;8.60;-6.70;-4.20
2.48;8.70;-6.50;-3.80
2.48;8.80;-7.40;-3.80
2.98;8.80;-6.90;-4.60
3.68;8.90;-6.70;-5.50
4.18;8.50;-6.40;-5.10
4.08;9.00;-7.80;-5.50
3.88;9.00;-9.00;-3.40
3.48;8.60;-9.70;-3.20
3.63;8.20;-10.20;-4.60
3.43;7.80;-10.40;-5.60
2.83;7.30;-10.00;-4.90
3.33;7.10;-10.60;-4.60
3.68;6.80;-10.90;-3.40
4.28;6.60;-10.90;-4.60
4.63;6.40;-11.40;-4.70
4.93;6.20;-10.00;-4.10
5.18;6.30;-9.10;-3.60
4.78;6.60;-9.50;-4.20
5.18;6.80;-9.80;-2.30
5.23;6.90;-9.60;-1.80
5.08;7.00;-9.30;-1.90
4.83;6.80;-9.60;-2.30
4.33;6.50;-9.90;-2.10
4.43;6.20;-10.00;-2.40
4.68;6.10;-11.10;-2.80
5.23;5.90;-11.10;-2.90
4.93;5.60;-11.50;-2.60
5.03;5.40;-11.50;-3.40
5.43;5.20;-11.70;-4.40
5.78;5.00;-12.80;-4.30
5.78;4.40;-12.70;-4.40
5.68;4.40;-11.60;-4.40
5.28;4.60;-11.90;-3.70
5.23;4.40;-11.20;-2.40
4.88;4.40;-11.10;-1.20
3.98;4.10;-11.90;-2.30
3.78;4.40;-10.90;-1.70
3.68;4.40;-13.80;-2.90
3.28;4.40;-12.50;-2.20
3.48;4.20;-13.80;-1.60
3.63;4.30;-13.30;-1.50
4.03;4.60;-11.50;-0.50
4.48;3.90;-11.00;-0.30
4.53;4.70;-9.60;-0.50
4.38;4.70;-9.50;-1.00
4.23;4.70;-8.80;-1.40
3.53;4.70;-9.60;-1.80
2.73;4.60;-9.60;-2.10
2.18;4.50;-8.40;-1.80
2.18;4.50;-7.30;-2.00
2.73;4.40;-7.80;-2.80
3.68;4.40;-9.50;-3.40
5.33;4.30;-8.00;-3.10
7.03;4.30;-7.40;-3.80
7.48;4.20;-6.10;-4.40
7.38;4.00;-6.30;-4.20
8.23;3.90;-5.00;-4.30
8.38;3.70;-4.00;-4.80
8.53;3.50;-0.40;-4.90
8.63;3.50;1.00;-6.10
8.48;3.40;2.10;-6.00
8.53;3.30;3.50;-5.80
8.68;3.30;4.20;-7.10
9.28;3.20;4.80;-6.10
9.23;3.40;5.50;-8.10
9.13;5.40;2.60;-7.20
8.43;6.70;2.60;-5.90
7.88;7.60;2.70;-7.00
8.08;7.40;2.60;-5.90
8.08;6.30;2.30;-5.20
8.38;6.20;2.60;-5.50
8.83;6.10;2.60;-7.70
8.93;6.00;2.00;-9.10
8.93;5.80;1.80;-7.20
8.58;5.70;1.90;-7.00
8.63;5.60;1.80;-8.00
8.48;5.50;1.80;-6.90
9.28;5.30;2.10;-7.20
9.03;5.10;2.60;-6.70
8.38;5.00;2.50;-7.60
8.98;4.90;1.90;-7.40
8.58;4.70;1.90;-7.30
8.58;4.60;1.00;-7.30
8.53;4.50;0.90;-6.30
8.48;4.50;0.90;-6.30
9.08;4.40;0.60;-6.20
8.98;4.40;0.30;-6.20
8.58;4.40;0.60;-6.00
7.93;4.80;0.90;-5.90
7.93;6.30;1.20;-5.70
7.73;7.20;0.80;-5.10
7.53;7.70;1.30;-5.10
8.78;7.70;1.00;-4.10
8.28;6.80;-0.10;-4.80
7.03;6.40;0.10;-4.70
6.48;6.30;0.00;-4.60
5.83;6.00;-0.60;-4.10
6.28;5.70;-0.60;-4.00
5.78;5.50;-1.00;-4.60
5.68;5.20;-1.40;-5.20
5.18;4.90;-1.30;-6.10
3.98;4.70;-1.10;-5.60
4.43;4.40;-1.00;-7.30
5.13;3.40;-1.10;-7.30
5.13;2.30;-1.00;-7.90
4.78;1.20;-1.50;-9.30
4.68;0.10;-1.30;-10.10
5.03;-0.50;-1.90;-10.10
4.83;-1.20;-0.30;-10.50
4.88;-1.80;-1.50;-8.80
4.48;-2.30;-2.60;-9.90
4.23;-2.70;-2.80;-8.40
4.03;-2.70;-1.80;-9.40
3.48;-1.40;-1.10;-9.00
3.98;-0.20;-0.10;-9.20
3.73;0.10;0.30;-8.40
3.28;-0.10;0.20;-7.90
3.48;-1.10;-0.40;-8.10
3.73;-1.30;0.20;-8.00
3.48;-1.50;0.90;-8.10
3.83;-1.70;1.30;-8.10
3.93;-1.90;1.20;-8.70
3.88;-2.20;1.30;-8.70
4.23;-2.40;1.20;-8.90
3.93;-2.60;1.10;-12.00
3.43;-2.80;1.30;-14.10
3.48;-3.00;0.50;-14.10
3.88;-2.70;1.20;-15.50
3.63;-2.20;0.40;-15.30
3.63;-1.80;-0.10;-15.00
3.83;-1.30;-0.40;-15.80
3.03;-1.00;-0.90;-16.80
2.58;-0.70;-1.00;-16.70
1.78;-0.40;-1.30;-16.40
2.83;-0.10;-2.20;-16.10
3.28;0.10;-4.10;-14.80
3.58;0.60;-4.20;-11.90
3.98;3.90;-5.00;-14.40
4.68;6.00;-4.40;-11.40
4.68;7.70;-4.30;-11.10
4.68;8.20;-4.60;-11.20
4.43;6.50;-4.10;-11.70
4.88;6.30;-4.20;-11.20
4.78;6.10;-3.90;-11.30
4.18;5.90;-3.90;-11.20
3.23;5.70;-3.80;-11.90
3.38;5.50;-3.40;-12.50
4.03;5.30;-3.20;-12.20
4.43;5.10;-3.40;-11.70
4.63;4.90;-3.70;-13.00
4.53;4.70;-4.10;-13.50
4.53;4.00;-4.60;-10.90
4.38;3.20;-4.90;-11.80
4.28;2.40;-5.10;-11.90
4.58;1.60;-5.20;-13.60
4.13;1.10;-5.20;-13.00
3.98;0.70;-5.20;-13.00
5.08;0.20;-5.30;-11.70
7.83;-0.10;-5.30;-11.80
7.73;-0.40;-5.20;-12.40
7.58;-0.40;-5.20;-12.30
6.78;0.30;-5.90;-12.80
6.33;1.00;-6.70;-11.20
5.93;2.10;-6.30;-12.00
6.03;2.40;-6.70;-11.60
5.53;1.70;-7.50;-11.80
4.63;1.40;-7.80;-12.70
4.03;1.10;-8.70;-12.60
3.53;0.80;-9.40;-12.30
2.98;0.50;-11.10;-11.70
3.28;0.30;-10.40;-12.20
2.98;0.00;-10.90;-13.10
1.78;-0.30;-11.90;-12.70
1.23;-0.60;-10.70;-12.30
0.88;-0.90;-11.10;-12.00
0.53;-0.90;-10.60;-14.00
0.78;-0.80;-8.80;-14.70
2.03;-0.80;-9.30;-14.10
4.33;-0.70;-9.90;-11.90
5.33;-0.70;-11.40;-13.60
6.68;-0.70;-10.50;-11.90
8.78;-0.60;-10.90;-11.80
8.88;-0.60;-10.60;-11.70
9.18;-0.60;-11.20;-11.70
9.33;-0.50;-11.70;-11.50
8.73;0.30;-10.70;-11.80
8.33;0.90;-9.90;-11.90
8.23;1.20;-10.20;-12.10
8.28;1.30;-10.20;-12.30
8.03;0.90;-9.60;-12.90
7.58;0.80;-8.80;-12.70
7.43;0.70;-9.50;-13.90
7.03;0.60;-9.50;-13.60
6.13;0.50;-10.40;-13.80
6.13;0.10;-10.40;-13.90
5.88;0.30;-11.20;-13.30
6.03;0.20;-11.00;-13.00
6.08;-0.10;-11.20;-14.00
6.23;-0.10;-11.90;-14.80
5.83;-0.40;-11.60;-12.90
5.13;-0.80;-12.40;-12.80
5.33;-1.50;-12.90;-12.80
5.78;-1.70;-12.70;-13.50
4.73;-1.80;-12.00;-12.50
4.38;-2.00;-11.70;-12.90
5.88;-2.20;-12.00;-14.60
5.78;-2.40;-12.30;-14.50
5.38;-2.50;-11.20;-13.50
5.48;-2.50;-14.30;-13.50
4.63;-2.30;-13.30;-12.90
5.08;-2.10;-13.00;-13.50
5.08;-2.00;-12.90;-11.90
4.88;-2.00;-12.30;-10.80
5.18;-2.20;-11.70;-13.30
5.13;-2.40;-11.10;-13.00
4.48;-2.60;-11.10;-11.80
4.53;-2.80;-10.90;-11.60
4.43;-3.00;-10.40;-12.10
4.63;-3.20;-10.40;-11.70
4.23;-3.40;-9.70;-13.10
4.13;-3.60;-9.40;-12.50
4.53;-3.80;-9.70;-11.50
4.68;-4.00;-9.40;-10.90
4.63;-4.60;-9.50;-11.60
4.28;-5.10;-9.70;-9.90
4.88;-5.60;-10.30;-9.70
4.93;-6.20;-10.60;-9.60
4.68;-6.50;-10.40;-9.40
4.38;-6.80;-10.90;-9.30
4.58;-7.20;-10.80;-9.50
4.63;-7.40;-10.80;-9.10
4.43;-7.60;-5.60;-9.40
3.98;-7.70;-9.30;-9.50
3.78;-7.00;-6.80;-9.00
3.53;-6.60;-5.00;-8.80
3.33;-6.40;-5.70;-8.70
2.93;-6.50;-7.60;-10.10
2.48;-7.00;-4.20;-11.20
2.08;-7.10;-7.50;-10.40
1.68;-7.10;-7.40;-11.90
1.18;-7.20;-8.30;-11.50
1.03;-7.20;-9.30;-10.30
1.13;-7.30;-9.10;-12.10
1.33;-7.30;-7.50;-10.10
1.68;-7.40;-8.40;-10.40
2.23;-7.40;-9.10;-11.30
2.73;-7.50;-8.80;-13.30
4.83;-7.30;-8.40;-12.00
6.73;-7.10;-8.20;-12.60
6.53;-6.80;-7.70;-12.80
6.48;-6.50;-7.60;-14.60
6.53;-6.60;-8.90;-13.00
6.43;-6.20;-7.80;-13.70
6.23;-6.10;-8.30;-15.60
5.23;-6.00;-9.50;-14.50
5.38;-5.90;-8.10;-15.60
4.68;-5.80;-8.90;-13.30
4.38;-4.80;-8.60;-13.90
3.83;-3.90;-7.90;-13.10
3.48;-3.50;-7.30;-12.70
2.93;-3.50;-7.70;-13.40
2.08;-4.00;-9.20;-13.20
1.53;-3.90;-6.60;-14.30
-0.53;-3.80;-6.90;-14.30
0.13;-3.70;-8.50;-15.10
0.78;-3.60;-10.30;-13.30
1.44;-3.40;-11.40;-14.70
2.10;-3.30;-11.00;-14.60
2.75;-3.20;-11.30;-15.40
3.41;-3.10;-11.40;-15.70
4.07;-3.00;-10.90;-15.20
4.72;-3.10;-11.90;-15.40
5.38;-3.10;-11.40;-15.60
6.04;-3.10;-12.00;-16.20
6.70;-3.00;-12.20;-13.70
7.35;-3.20;-11.60;-15.70
8.01;-2.90;-11.70;-14.70
8.67;-2.80;-11.90;-11.70
9.32;-2.70;-11.00;-14.90
7.38;-2.60;-11.20;-15.10
7.43;-2.40;-10.20;-13.40
7.73;1.50;-9.70;-14.40
7.13;4.50;-9.40;-14.90
7.28;5.60;-9.10;-12.50
7.83;5.70;-9.00;-13.50
7.83;3.70;-9.10;-12.90
7.38;3.20;-8.90;-11.10
7.13;2.70;-9.00;-14.00
6.93;2.10;-9.40;-10.80
6.83;1.60;-9.10;-12.40
6.93;1.10;-9.00;-12.50
6.73;0.50;-9.80;-11.90
6.73;0.00;-9.60;-13.20
6.83;-0.50;-9.00;-12.00
6.48;-1.10;-8.20;-11.60
6.18;-2.10;-8.80;-11.50
6.18;-3.10;-8.90;-12.20
5.48;-4.20;-9.00;-8.60
5.28;-5.30;-9.20;-10.30
4.93;-5.90;-9.60;-10.30
4.48;-6.50;-10.20;-9.30
4.08;-7.10;-10.30;-9.80
3.73;-7.60;-10.60;-10.30
3.43;-8.00;-11.00;-11.40
3.23;-8.10;-12.00;-11.50
3.78;-7.90;-12.30;-11.40
4.68;-5.10;-12.90;-11.20
5.58;-1.90;-13.40;-10.70
6.28;-0.70;-12.10;-10.70
6.58;-2.50;-12.70;-10.80
6.88;-2.60;-12.20;-10.80
7.08;-2.80;-13.40;-11.10
7.08;-2.90;-13.70;-10.30
7.03;-3.00;-12.90;-11.00
6.93;-3.20;-12.70;-11.10
6.73;-3.30;-12.40;-11.30
6.48;-3.40;-12.50;-11.60
6.43;-3.60;-12.70;-11.30
5.73;-3.70;-12.40;-10.60
5.53;-3.40;-10.50;-11.00
5.53;-2.90;-11.00;-12.00
5.53;-2.40;-10.40;-11.20
5.38;-2.00;-12.50;-11.70
4.28;-1.60;-12.90;-11.90
3.83;-1.30;-12.50;-12.50
3.78;-1.00;-12.10;-13.30
3.13;-0.70;-11.80;-13.50
2.88;-0.50;-10.70;-13.60
2.48;-0.20;-11.90;-13.70
2.08;4.20;-11.90;-12.70
2.03;7.90;-11.60;-14.00
2.18;9.00;-12.10;-14.40
3.23;9.00;-11.60;-14.00
3.53;8.00;-10.60;-13.30
3.68;7.80;-10.10;-15.00
3.98;7.70;-11.00;-15.40
3.78;7.40;-11.00;-14.80
3.18;7.10;-11.00;-14.30
3.48;7.10;-11.10;-16.10
2.73;6.90;-13.90;-14.20
2.53;6.70;-12.20;-14.00
1.93;6.50;-12.20;-15.40
1.63;6.40;-14.00;-16.10
2.38;5.40;-14.00;-12.90
3.23;4.70;-15.10;-15.30
2.93;4.00;-14.90;-16.80
3.08;3.20;-14.90;-16.30
3.03;2.80;-14.30;-14.60
3.63;2.40;-14.30;-13.40
4.73;2.00;-12.20;-14.60
4.23;1.70;-11.10;-13.50
4.28;1.40;-11.20;-13.20
4.13;1.50;-11.00;-12.10
3.43;4.20;-10.50;-13.40
3.13;6.60;-10.70;-12.50
3.03;6.80;-10.50;-11.00
2.18;7.30;-10.30;-9.80
2.68;5.90;-10.10;-9.40
2.93;5.20;-10.20;-8.60
2.68;4.40;-10.50;-8.20
2.58;3.70;-11.00;-7.50
2.68;3.00;-11.80;-7.30
2.03;2.30;-13.00;-7.10
2.23;1.60;-9.70;-5.80
2.08;0.90;-11.80;-5.10
1.28;0.10;-12.30;-5.50
1.18;-0.60;-11.10;-5.20
1.08;-1.30;-11.60;-4.70
0.83;-2.00;-11.40;-4.30
0.58;-2.60;-10.80;-4.10
1.18;-3.30;-10.90;-2.90
1.48;-3.70;-11.00;-3.10
0.73;-4.00;-10.40;-2.80
1.68;-4.40;-9.90;-3.60
1.48;-4.60;-10.50;-3.00
1.78;-4.90;-11.30;-2.60
2.28;-4.90;-10.30;-1.20
2.63;-0.50;-10.10;-1.40
2.13;3.30;-9.40;-1.00
2.93;5.30;-8.80;-2.00
2.38;5.30;-7.90;-1.50
2.23;2.40;-7.50;-2.50
2.48;2.00;-8.20;-3.30
1.68;1.60;-8.90;-0.60
1.48;1.30;-8.40;-1.00
1.43;0.90;-8.50;-2.00
0.83;0.50;-9.50;-1.90
0.68;0.10;-9.50;-2.20
0.43;-0.20;-10.00;-2.60
-0.02;-0.70;-10.00;-2.40
0.08;-1.00;-9.60;-1.60
0.03;-1.30;-9.80;-1.90
0.18;-1.70;-10.00;-3.00
0.13;-2.10;-10.00;-5.70
-0.22;-2.50;-9.20;-6.20
-0.22;-2.70;-9.40;-6.80
-0.22;-2.90;-9.50;-6.80
-0.42;-3.10;-8.90;-7.20
-0.82;-3.20;-10.00;-7.20
-0.67;-3.40;-9.80;-7.40
-0.62;-3.40;-10.40;-7.70
-0.47;-2.00;-10.70;-7.40
-0.67;-0.60;-10.10;-6.30
-0.92;-0.10;-9.70;-5.60
-1.17;-0.30;-9.70;-5.50
-1.92;-1.20;-9.80;-4.00
-2.42;-1.60;-10.60;-4.70
-3.62;-1.40;-10.30;-3.80
-3.57;-1.50;-9.90;-1.20
-3.47;-1.60;-9.60;-1.80
-3.22;-1.70;-9.40;-1.70
-2.42;-1.80;-9.40;-2.40
-1.72;-1.90;-9.10;-2.10
-1.47;-1.90;-9.70;-1.40
-1.17;-2.00;-9.90;-1.10
-1.02;-3.00;-9.50;-1.70
-0.57;-2.20;-9.60;-2.70
-0.52;-2.10;-9.50;-1.60
-0.57;-2.20;-9.80;-1.10
-1.17;-2.00;-10.70;-1.70
-1.17;-2.00;-10.90;-1.60
-0.67;-2.00;-11.10;-0.70
-0.77;-2.00;-10.90;-0.90
-0.92;-2.10;-10.40;-0.60
-1.12;-2.00;-11.50;-0.30
-1.27;-1.50;-10.80;0.10
-0.92;-1.10;-10.70;-0.90
-0.77;-0.80;-11.00;-0.90
-0.42;-0.70;-11.50;-1.00
-0.72;-1.10;-11.20;-1.20
-0.77;-1.00;-11.80;-0.90
-0.62;-0.90;-12.00;-0.80
-0.52;-0.80;-12.30;-1.00
-0.52;-0.70;-12.80;-0.90
-0.57;-0.70;-11.70;-0.90
-0.52;-0.80;-12.70;-0.70
-0.52;-0.60;-13.10;-1.10
-0.72;-0.70;-12.30;-1.70
-0.32;-0.30;-10.60;-2.80
-0.12;-0.70;-11.10;-2.80
0.03;-0.20;-12.40;-4.10
0.28;-0.10;-12.80;-3.80
0.38;0.00;-9.00;-3.40
0.68;-0.10;-10.30;-5.40
1.08;-0.10;-10.30;-6.00
1.28;-0.20;-9.90;-5.30
0.83;0.00;-9.00;-5.60
0.23;0.10;-7.80;-5.60
0.28;0.10;-9.00;-5.20
0.23;0.60;-10.70;-5.00
0.33;1.10;-9.00;-4.70
0.73;1.40;-9.00;-4.80
0.98;1.50;-8.60;-5.40
0.98;1.20;-8.60;-6.30
1.03;1.10;-6.50;-4.80
1.23;1.00;-7.80;-5.30
0.98;1.00;-6.90;-3.40
1.18;0.90;-4.80;-3.50
1.18;0.80;-7.30;-3.40
1.08;0.70;-6.10;-3.20
0.78;0.70;-7.00;-3.10
0.13;0.60;-4.70;-3.50
0.18;0.50;-5.80;-3.70
0.03;-0.40;-5.10;-3.90
-0.02;-1.40;-3.70;-6.20
-0.07;-2.40;-2.40;-7.30
-0.12;-3.40;-1.80;-8.30
0.13;-4.00;-1.70;-8.00
0.08;-4.50;-1.60;-7.70
0.18;-5.00;-1.90;-9.90
0.33;-5.40;-1.90;-9.40
0.53;-5.80;-0.60;-9.70
0.78;-6.20;-2.10;-9.40
1.23;-3.80;-0.50;-9.00
1.28;1.00;0.00;-7.40
1.43;2.90;-0.50;-5.80
1.33;2.50;-0.10;-6.70
1.43;-0.60;0.00;-6.60
1.78;-1.00;-0.10;-6.70
1.58;-1.40;-0.60;-7.90
1.38;-1.80;-1.30;-8.10
1.48;-2.20;-0.10;-7.20
1.63;-2.60;0.20;-7.20
1.73;-3.00;0.30;-9.70
1.88;-3.40;0.00;-8.80
1.93;-3.80;0.40;-9.30
2.13;-4.20;0.10;-8.30
2.13;-4.30;0.50;-7.80
2.18;-4.30;0.50;-7.30
2.23;-4.30;0.60;-6.50
2.58;-4.30;0.70;-5.00
2.93;-4.20;0.80;-4.40
2.93;-4.10;0.50;-2.80
2.88;-4.00;0.40;-2.90
2.78;-3.90;0.40;-2.80
3.38;-3.70;0.60;-2.80
3.43;-3.60;0.60;-3.70
3.68;-1.30;0.60;-3.50
3.73;4.70;0.80;-2.80
3.98;7.40;0.80;-2.20
4.23;7.20;0.30;-1.90
4.23;3.90;-0.90;-1.50
4.13;3.30;0.30;-1.40
